,Date,Close,Low,High,weekday_fa,Date_Gregorian
401,1396/07/18,84734.4,84618.7,84751.1,پنج‌شنبه,2017-10-10
402,1396/07/19,84744.1,84725.8,84753.4,جمعه,2017-10-11
403,1396/07/22,85263.6,84852.9,85263.6,دوشنبه,2017-10-14
404,1396/07/23,85394.9,85283.8,85394.9,سه‌شنبه,2017-10-15
405,1396/07/24,85590.7,85424.5,85593.9,چهارشنبه,2017-10-16
406,1396/07/25,85660.0,85615.5,85686.0,پنج‌شنبه,2017-10-17
407,1396/07/26,85768.0,85696.6,85771.3,جمعه,2017-10-18
408,1396/07/29,86430.5,85856.7,86430.6,دوشنبه,2017-10-21
409,1396/07/30,86480.2,86459.2,86553.3,سه‌شنبه,2017-10-22
410,1396/08/01,86346.2,86326.2,86481.8,چهارشنبه,2017-10-23
411,1396/08/02,86529.2,86351.0,86529.2,پنج‌شنبه,2017-10-24
412,1396/08/03,86636.8,86564.1,86651.6,جمعه,2017-10-25
413,1396/08/06,86935.4,86681.1,86940.0,دوشنبه,2017-10-28
414,1396/08/07,87416.6,86985.6,87416.6,سه‌شنبه,2017-10-29
415,1396/08/08,87477.2,87476.8,87579.8,چهارشنبه,2017-10-30
416,1396/08/09,87649.9,87484.0,87650.0,پنج‌شنبه,2017-10-31
417,1396/08/10,87844.9,87731.3,87883.5,جمعه,2017-11-01
418,1396/08/13,87868.6,87842.2,87933.4,دوشنبه,2017-11-04
419,1396/08/14,87905.1,87886.0,87974.4,سه‌شنبه,2017-11-05
420,1396/08/15,87843.7,87843.6,87951.4,چهارشنبه,2017-11-06
421,1396/08/16,87883.1,87867.3,87970.4,پنج‌شنبه,2017-11-07
422,1396/08/17,87897.4,87879.6,87912.5,جمعه,2017-11-08
423,1396/08/20,87795.2,87795.2,87925.6,دوشنبه,2017-11-11
424,1396/08/21,87744.7,87744.7,87811.6,سه‌شنبه,2017-11-12
425,1396/08/22,87832.5,87761.9,87867.7,چهارشنبه,2017-11-13
426,1396/08/23,87949.8,87850.6,87976.5,پنج‌شنبه,2017-11-14
427,1396/08/24,88005.9,87951.5,88017.3,جمعه,2017-11-15
428,1396/08/27,88202.3,88027.9,88222.5,دوشنبه,2017-11-18
429,1396/08/29,88261.2,88258.8,88354.9,چهارشنبه,2017-11-20
430,1396/08/30,88774.6,88465.4,88774.7,پنج‌شنبه,2017-11-21
431,1396/09/01,89339.1,88829.3,89339.1,جمعه,2017-11-22
432,1396/09/04,90469.5,89626.5,90491.0,دوشنبه,2017-11-25
433,1396/09/05,90655.5,90599.6,90727.9,سه‌شنبه,2017-11-26
434,1396/09/07,91255.2,90774.1,91264.9,پنج‌شنبه,2017-11-28
435,1396/09/08,91152.2,91114.5,91329.2,جمعه,2017-11-29
436,1396/09/11,91296.7,91208.1,91358.2,دوشنبه,2017-12-02
437,1396/09/12,90951.8,90951.8,91313.0,سه‌شنبه,2017-12-03
438,1396/09/13,90936.6,90936.4,91055.4,چهارشنبه,2017-12-04
439,1396/09/14,91092.2,90937.2,91182.9,پنج‌شنبه,2017-12-05
440,1396/09/18,91160.3,91119.5,91239.8,دوشنبه,2017-12-09
441,1396/09/19,91198.9,91197.2,91278.8,سه‌شنبه,2017-12-10
442,1396/09/20,91552.4,91266.5,91552.4,چهارشنبه,2017-12-11
443,1396/09/21,92628.9,91840.7,92643.0,پنج‌شنبه,2017-12-12
444,1396/09/22,93283.7,92766.3,93343.4,جمعه,2017-12-13
445,1396/09/23,93283.65,93283.65,93283.65,شنبه,2017-12-14
446,1396/09/24,93283.65,93283.65,93283.65,یکشنبه,2017-12-15
447,1396/09/25,94606.42,93283.65,94606.43,دوشنبه,2017-12-16
448,1396/09/26,95600.75,94820.85,95784.94,سه‌شنبه,2017-12-17
449,1396/09/27,95477.41,95394.47,95634.44,چهارشنبه,2017-12-18
450,1396/09/28,95590.61,95477.68,95703.35,پنج‌شنبه,2017-12-19
451,1396/09/29,95508.64,95428.11,95607.4,جمعه,2017-12-20
452,1396/10/02,96816.03,95579.83,96816.32,دوشنبه,2017-12-23
453,1396/10/03,97529.35,96840.87,97529.35,سه‌شنبه,2017-12-24
454,1396/10/04,98358.42,97601.17,98373.72,چهارشنبه,2017-12-25
455,1396/10/05,98152.8,98150.66,98627.12,پنج‌شنبه,2017-12-26
456,1396/10/06,97899.16,97899.15,98514.19,جمعه,2017-12-27
457,1396/10/09,97211.41,96981.05,97847.87,دوشنبه,2017-12-30
458,1396/10/10,95561.58,95454.56,97166.53,سه‌شنبه,2017-12-31
459,1396/10/11,96208.0,95569.34,96232.85,چهارشنبه,2018-01-01
460,1396/10/12,96241.28,96215.99,96354.49,پنج‌شنبه,2018-01-02
461,1396/10/13,95929.46,95929.45,96263.86,جمعه,2018-01-03
462,1396/10/16,96270.39,95919.05,96280.96,دوشنبه,2018-01-06
463,1396/10/17,96234.54,96234.53,96374.34,سه‌شنبه,2018-01-07
464,1396/10/18,96332.55,96237.41,96351.9,چهارشنبه,2018-01-08
465,1396/10/19,96149.27,96141.07,96359.92,پنج‌شنبه,2018-01-09
466,1396/10/20,96185.99,96147.68,96261.33,جمعه,2018-01-10
467,1396/10/23,96627.55,96267.65,96734.45,دوشنبه,2018-01-13
468,1396/10/24,97228.67,96647.17,97230.65,سه‌شنبه,2018-01-14
469,1396/10/25,97944.03,97245.38,97966.58,چهارشنبه,2018-01-15
470,1396/10/26,98596.93,97958.36,98603.65,پنج‌شنبه,2018-01-16
471,1396/10/27,98923.55,98616.52,98959.46,جمعه,2018-01-17
472,1396/10/30,98817.28,98817.28,99075.05,دوشنبه,2018-01-20
473,1396/11/01,98221.09,98221.08,98813.3,سه‌شنبه,2018-01-21
474,1396/11/02,98628.43,98217.94,98679.89,چهارشنبه,2018-01-22
475,1396/11/03,99224.8,98644.3,99224.8,پنج‌شنبه,2018-01-23
476,1396/11/04,99522.18,99271.43,99607.05,جمعه,2018-01-24
477,1396/11/07,99355.55,99355.54,99607.11,دوشنبه,2018-01-27
478,1396/11/08,99414.55,99363.59,99563.76,سه‌شنبه,2018-01-28
479,1396/11/09,99046.12,99046.12,99501.71,چهارشنبه,2018-01-29
480,1396/11/10,98557.87,98557.73,99065.31,پنج‌شنبه,2018-01-30
481,1396/11/11,98133.52,98133.5,98561.54,جمعه,2018-01-31
482,1396/11/14,97718.81,97718.75,98145.53,دوشنبه,2018-02-03
483,1396/11/15,97808.19,97706.48,97878.95,سه‌شنبه,2018-02-04
484,1396/11/16,98033.54,97809.26,98050.93,چهارشنبه,2018-02-05
485,1396/11/17,97927.5,97913.59,98093.53,پنج‌شنبه,2018-02-06
486,1396/11/18,98299.74,97931.41,98320.11,جمعه,2018-02-07
487,1396/11/21,97782.73,97782.51,98246.55,دوشنبه,2018-02-10
488,1396/11/23,97924.73,97789.05,98003.88,چهارشنبه,2018-02-12
489,1396/11/24,98103.36,97930.9,98180.22,پنج‌شنبه,2018-02-13
490,1396/11/25,98347.92,98119.66,98349.7,جمعه,2018-02-14
491,1396/11/28,98429.69,98371.02,98603.78,دوشنبه,2018-02-17
492,1396/11/29,98311.62,98300.4,98462.97,سه‌شنبه,2018-02-18
493,1396/11/30,98148.52,98148.52,98338.93,چهارشنبه,2018-02-19
494,1396/12/02,98157.3,98155.51,98249.66,جمعه,2018-02-21
495,1396/12/05,98176.9,98176.9,98313.72,دوشنبه,2018-02-24
496,1396/12/06,98080.27,98080.18,98211.47,سه‌شنبه,2018-02-25
497,1396/12/07,98098.51,98096.84,98173.29,چهارشنبه,2018-02-26
498,1396/12/08,98100.84,98096.99,98229.87,پنج‌شنبه,2018-02-27
499,1396/12/09,97961.75,97961.42,98181.61,جمعه,2018-02-28
500,1396/12/12,97388.71,97388.44,97968.94,دوشنبه,2018-03-03
501,1396/12/13,97354.34,97354.3,97446.17,سه‌شنبه,2018-03-04
502,1396/12/14,97182.65,97182.65,97401.16,چهارشنبه,2018-03-05
503,1396/12/15,96991.02,96991.02,97217.59,پنج‌شنبه,2018-03-06
504,1396/12/16,96860.33,96860.3,96997.6,جمعه,2018-03-07
505,1396/12/19,96594.52,96594.52,96889.57,دوشنبه,2018-03-10
506,1396/12/20,96028.48,96028.48,96608.41,سه‌شنبه,2018-03-11
507,1396/12/21,96194.47,96032.02,96240.6,چهارشنبه,2018-03-12
508,1396/12/22,96314.17,96202.15,96314.17,پنج‌شنبه,2018-03-13
509,1396/12/23,95525.91,95525.89,96463.51,جمعه,2018-03-14
510,1396/12/26,95577.34,95530.49,95688.53,دوشنبه,2018-03-17
511,1396/12/27,95819.63,95616.66,95819.64,سه‌شنبه,2018-03-18
512,1396/12/28,96289.99,95863.1,96336.98,چهارشنبه,2018-03-19
513,1397/01/05,96425.91,96338.97,96432.37,سه‌شنبه,2018-03-25
514,1397/01/06,96489.72,96420.31,96611.83,چهارشنبه,2018-03-26
515,1397/01/07,96596.65,96493.51,96623.11,پنج‌شنبه,2018-03-27
516,1397/01/08,96938.88,96599.36,96951.45,جمعه,2018-03-28
517,1397/01/14,97086.17,96948.95,97162.24,پنج‌شنبه,2018-04-03
518,1397/01/15,97150.58,97089.92,97150.6,جمعه,2018-04-04
519,1397/01/18,96779.87,96779.87,97186.62,دوشنبه,2018-04-07
520,1397/01/19,96341.27,96340.96,96750.43,سه‌شنبه,2018-04-08
521,1397/01/20,97120.77,96376.84,97135.37,چهارشنبه,2018-04-09
522,1397/01/21,96748.01,96747.99,97164.5,پنج‌شنبه,2018-04-10
523,1397/01/22,96287.05,96265.37,96799.22,جمعه,2018-04-11
524,1397/01/26,95987.56,95987.56,96308.34,سه‌شنبه,2018-04-15
525,1397/01/27,95506.26,95506.26,96000.42,چهارشنبه,2018-04-16
526,1397/01/28,95522.73,95522.73,95589.24,پنج‌شنبه,2018-04-17
527,1397/01/29,95523.89,95518.23,95627.95,جمعه,2018-04-18
528,1397/02/01,95265.87,95265.87,95565.88,دوشنبه,2018-04-21
529,1397/02/02,94494.27,94494.27,95270.91,سه‌شنبه,2018-04-22
530,1397/02/03,94299.53,94299.51,94512.68,چهارشنبه,2018-04-23
531,1397/02/04,94576.36,94316.09,94629.01,پنج‌شنبه,2018-04-24
532,1397/02/05,94796.14,94583.78,94883.9,جمعه,2018-04-25
533,1397/02/08,94284.49,94284.49,94804.57,دوشنبه,2018-04-28
534,1397/02/09,93805.58,93805.51,94298.74,سه‌شنبه,2018-04-29
535,1397/02/10,93586.93,93586.89,93866.56,چهارشنبه,2018-04-30
536,1397/02/11,93612.14,93586.11,93630.8,پنج‌شنبه,2018-05-01
537,1397/02/15,93100.67,93100.66,93642.22,دوشنبه,2018-05-05
538,1397/02/16,92849.93,92849.89,93100.96,سه‌شنبه,2018-05-06
539,1397/02/17,93165.92,92855.6,93165.92,چهارشنبه,2018-05-07
540,1397/02/18,93605.87,93208.25,93605.87,پنج‌شنبه,2018-05-08
541,1397/02/19,93691.16,93654.13,93834.9,جمعه,2018-05-09
542,1397/02/22,93891.12,93684.27,93933.96,دوشنبه,2018-05-12
543,1397/02/23,94165.83,93953.69,94182.74,سه‌شنبه,2018-05-13
544,1397/02/24,94703.45,94214.31,94704.43,چهارشنبه,2018-05-14
545,1397/02/25,94905.92,94769.6,94941.99,پنج‌شنبه,2018-05-15
546,1397/02/26,94940.24,94902.21,94980.16,جمعه,2018-05-16
547,1397/02/29,95103.12,94972.48,95173.78,دوشنبه,2018-05-19
548,1397/02/30,95136.46,95118.17,95235.2,سه‌شنبه,2018-05-20
549,1397/02/31,95227.47,95133.7,95260.24,چهارشنبه,2018-05-21
550,1397/03/01,95229.93,95219.0,95282.82,پنج‌شنبه,2018-05-22
551,1397/03/02,95445.06,95243.91,95510.99,جمعه,2018-05-23
552,1397/03/05,95794.01,95498.98,95929.96,دوشنبه,2018-05-26
553,1397/03/06,95626.01,95625.76,95887.25,سه‌شنبه,2018-05-27
554,1397/03/07,95529.61,95529.6,95654.85,چهارشنبه,2018-05-28
555,1397/03/08,95409.62,95409.6,95647.44,پنج‌شنبه,2018-05-29
556,1397/03/09,95577.68,95434.03,95665.17,جمعه,2018-05-30
557,1397/03/12,95951.92,95609.51,96026.57,دوشنبه,2018-06-02
558,1397/03/13,95998.86,95970.13,96024.73,سه‌شنبه,2018-06-03
559,1397/03/19,96077.14,96064.06,96251.69,دوشنبه,2018-06-09
560,1397/03/20,95915.99,95915.99,96139.07,سه‌شنبه,2018-06-10
561,1397/03/21,95847.47,95846.28,95974.63,چهارشنبه,2018-06-11
562,1397/03/22,96378.72,95875.22,96378.72,پنج‌شنبه,2018-06-12
563,1397/03/23,99146.28,96445.17,99146.28,جمعه,2018-06-13
564,1397/03/27,102452.39,100306.54,102452.4,سه‌شنبه,2018-06-17
565,1397/03/28,104533.52,103957.73,104806.07,چهارشنبه,2018-06-18
566,1397/03/29,106504.07,104444.42,106511.7,پنج‌شنبه,2018-06-19
567,1397/03/30,108872.86,106787.35,109037.36,جمعه,2018-06-20
568,1397/04/02,109401.41,109005.18,109401.41,دوشنبه,2018-06-23
569,1397/04/03,112061.32,109586.22,112080.38,سه‌شنبه,2018-06-24
570,1397/04/04,115174.54,112454.21,115226.05,چهارشنبه,2018-06-25
571,1397/04/05,113527.66,113450.2,115555.0,پنج‌شنبه,2018-06-26
572,1397/04/06,111324.82,111324.82,113810.99,جمعه,2018-06-27
573,1397/04/09,111528.19,111441.16,111850.34,دوشنبه,2018-06-30
574,1397/04/10,108694.08,108694.08,111509.04,سه‌شنبه,2018-07-01
575,1397/04/11,109937.07,108836.77,109937.07,چهارشنبه,2018-07-02
576,1397/04/12,112346.47,110385.62,112472.68,پنج‌شنبه,2018-07-03
577,1397/04/13,112490.0,112490.0,113243.03,جمعه,2018-07-04
578,1397/04/16,111051.6,111051.29,112397.54,دوشنبه,2018-07-07
579,1397/04/17,110851.43,110851.41,111333.79,سه‌شنبه,2018-07-08
580,1397/04/19,110848.96,110848.92,111259.42,پنج‌شنبه,2018-07-10
581,1397/04/20,109505.13,109505.13,110831.52,جمعه,2018-07-11
582,1397/04/23,108916.6,108916.6,109545.08,دوشنبه,2018-07-14
583,1397/04/24,108072.26,108058.64,109101.02,سه‌شنبه,2018-07-15
584,1397/04/25,108109.99,108062.4,108566.27,چهارشنبه,2018-07-16
585,1397/04/26,107780.61,107693.99,108340.57,پنج‌شنبه,2018-07-17
586,1397/04/27,107776.55,107737.74,108216.16,جمعه,2018-07-18
587,1397/04/30,108295.52,108047.77,108367.9,دوشنبه,2018-07-21
588,1397/04/31,108830.78,108595.77,108989.38,سه‌شنبه,2018-07-22
589,1397/05/01,108658.88,108444.95,108885.53,چهارشنبه,2018-07-23
590,1397/05/02,108395.93,108395.85,108853.94,پنج‌شنبه,2018-07-24
591,1397/05/03,108800.13,108326.29,108800.13,جمعه,2018-07-25
592,1397/05/04,108800.13,108800.13,108800.13,شنبه,2018-07-26
593,1397/05/05,108800.13,108800.13,108800.13,یکشنبه,2018-07-27
594,1397/05/06,111877.94,109754.35,111921.83,دوشنبه,2018-07-28
595,1397/05/07,113852.25,112854.34,114032.64,سه‌شنبه,2018-07-29
596,1397/05/08,116759.5,114498.96,116843.96,چهارشنبه,2018-07-30
597,1397/05/09,121173.48,117132.28,121173.57,پنج‌شنبه,2018-07-31
598,1397/05/10,123951.26,121438.35,124590.43,جمعه,2018-08-01
599,1397/05/13,124353.67,123579.85,124837.56,دوشنبه,2018-08-04
600,1397/05/14,128448.01,125074.62,128591.37,سه‌شنبه,2018-08-05
601,1397/05/15,133328.3,128955.59,133842.94,چهارشنبه,2018-08-06
602,1397/05/16,133584.41,132718.02,134421.5,پنج‌شنبه,2018-08-07
603,1397/05/17,131521.62,131521.62,133714.37,جمعه,2018-08-08
604,1397/05/20,129013.76,129013.73,131504.77,دوشنبه,2018-08-11
605,1397/05/21,129901.86,129018.39,130579.38,سه‌شنبه,2018-08-12
606,1397/05/22,128522.72,128314.93,129944.4,چهارشنبه,2018-08-13
607,1397/05/23,130927.68,128728.34,131233.61,پنج‌شنبه,2018-08-14
608,1397/05/24,130476.88,130476.79,130960.18,جمعه,2018-08-15
609,1397/05/27,131535.83,130524.43,131536.18,دوشنبه,2018-08-18
610,1397/05/28,134354.77,132080.73,134835.51,سه‌شنبه,2018-08-19
611,1397/05/29,137072.92,135265.91,137180.59,چهارشنبه,2018-08-20
612,1397/05/30,136910.6,136880.67,137261.48,پنج‌شنبه,2018-08-21
613,1397/06/03,136343.37,136343.35,138195.23,دوشنبه,2018-08-25
614,1397/06/04,138582.58,136594.05,138582.61,سه‌شنبه,2018-08-26
615,1397/06/05,140309.21,138924.69,140540.99,چهارشنبه,2018-08-27
616,1397/06/06,136765.93,136765.93,139996.89,پنج‌شنبه,2018-08-28
617,1397/06/07,137472.36,136757.84,137687.2,جمعه,2018-08-29
618,1397/06/10,136109.73,136109.65,137792.99,دوشنبه,2018-09-01
619,1397/06/11,133676.13,133674.8,136239.28,سه‌شنبه,2018-09-02
620,1397/06/12,135257.76,134002.63,135257.76,چهارشنبه,2018-09-03
621,1397/06/13,137983.83,136882.6,138292.95,پنج‌شنبه,2018-09-04
622,1397/06/14,137714.15,137629.25,138445.05,جمعه,2018-09-05
623,1397/06/17,139628.69,137960.3,139786.14,دوشنبه,2018-09-08
624,1397/06/18,142234.44,139930.03,142234.88,سه‌شنبه,2018-09-09
625,1397/06/19,146998.66,142507.68,147093.94,چهارشنبه,2018-09-10
626,1397/06/20,148577.59,147269.67,148577.59,پنج‌شنبه,2018-09-11
627,1397/06/21,155061.06,149179.64,155061.06,جمعه,2018-09-12
628,1397/06/24,158119.22,155637.15,159445.1,دوشنبه,2018-09-15
629,1397/06/25,155710.24,154200.54,158215.41,سه‌شنبه,2018-09-16
630,1397/06/26,158071.91,156203.11,158971.84,چهارشنبه,2018-09-17
631,1397/06/27,157328.65,157032.58,158397.21,پنج‌شنبه,2018-09-18
632,1397/06/31,160538.23,157889.33,160643.82,دوشنبه,2018-09-22
633,1397/07/01,165072.08,160880.49,165072.15,سه‌شنبه,2018-09-23
634,1397/07/02,168624.7,165397.42,168624.54,چهارشنبه,2018-09-24
635,1397/07/03,174618.18,169728.97,174618.48,پنج‌شنبه,2018-09-25
636,1397/07/04,180635.63,174958.99,180635.64,جمعه,2018-09-26
637,1397/07/07,187406.06,181413.52,187406.15,دوشنبه,2018-09-29
638,1397/07/08,195104.01,187434.86,195104.04,سه‌شنبه,2018-09-30
639,1397/07/09,195480.16,194476.71,197000.68,چهارشنبه,2018-10-01
640,1397/07/10,188259.41,188259.37,195241.54,پنج‌شنبه,2018-10-02
641,1397/07/11,185559.29,184042.22,188259.41,جمعه,2018-10-03
642,1397/07/14,184085.22,184084.3,189893.95,دوشنبه,2018-10-06
643,1397/07/15,176419.37,176419.37,183664.36,سه‌شنبه,2018-10-07
644,1397/07/16,175185.48,173879.32,176194.9,چهارشنبه,2018-10-08
645,1397/07/17,180847.62,175215.94,181226.96,پنج‌شنبه,2018-10-09
646,1397/07/18,181015.74,180847.62,181621.66,جمعه,2018-10-10
647,1397/07/21,175033.0,175032.97,181008.99,دوشنبه,2018-10-13
648,1397/07/22,174826.41,174118.0,175033.0,سه‌شنبه,2018-10-14
649,1397/07/23,180601.45,174826.41,180601.45,چهارشنبه,2018-10-15
650,1397/07/24,182834.07,180601.45,183813.15,پنج‌شنبه,2018-10-16
651,1397/07/25,182929.09,180322.59,182929.27,جمعه,2018-10-17
652,1397/07/28,188575.76,182929.09,188582.71,دوشنبه,2018-10-20
653,1397/07/29,189438.03,188575.76,190040.85,سه‌شنبه,2018-10-21
654,1397/07/30,187778.92,187553.41,190025.86,چهارشنبه,2018-10-22
655,1397/08/01,185318.74,185279.71,187844.23,پنج‌شنبه,2018-10-23
656,1397/08/02,181060.04,180975.67,185318.74,جمعه,2018-10-24
657,1397/08/05,178841.31,178841.3,181060.04,دوشنبه,2018-10-27
658,1397/08/06,180626.91,178841.31,180626.91,سه‌شنبه,2018-10-28
659,1397/08/07,183219.5,180626.91,183678.12,چهارشنبه,2018-10-29
660,1397/08/09,183367.34,183219.5,183669.56,جمعه,2018-10-31
661,1397/08/12,183448.81,183346.43,183585.29,دوشنبه,2018-11-03
662,1397/08/13,182918.58,182918.53,184428.02,سه‌شنبه,2018-11-04
663,1397/08/14,184159.76,182918.58,184335.07,چهارشنبه,2018-11-05
664,1397/08/15,185100.3,184380.52,185455.84,پنج‌شنبه,2018-11-06
665,1397/08/19,184231.05,184230.95,185297.15,دوشنبه,2018-11-10
666,1397/08/20,180668.29,180636.94,184265.48,سه‌شنبه,2018-11-11
667,1397/08/21,182211.7,180756.5,182231.34,چهارشنبه,2018-11-12
668,1397/08/22,183212.17,182497.53,183906.65,پنج‌شنبه,2018-11-13
669,1397/08/23,181994.32,181994.29,183028.9,جمعه,2018-11-14
670,1397/08/26,178819.28,178819.28,182009.72,دوشنبه,2018-11-17
671,1397/08/27,173557.69,173326.09,178648.52,سه‌شنبه,2018-11-18
672,1397/08/28,175816.45,173537.64,176040.43,چهارشنبه,2018-11-19
673,1397/08/29,176458.73,175844.31,176645.88,پنج‌شنبه,2018-11-20
674,1397/08/30,175713.15,175713.09,176806.22,جمعه,2018-11-21
675,1397/09/03,171252.93,171252.93,175611.3,دوشنبه,2018-11-24
676,1397/09/05,166463.46,166463.44,170336.38,چهارشنبه,2018-11-26
677,1397/09/06,167199.77,166472.07,167864.48,پنج‌شنبه,2018-11-27
678,1397/09/07,163772.11,163772.05,167144.44,جمعه,2018-11-28
679,1397/09/10,159853.77,159202.13,163502.36,دوشنبه,2018-12-01
680,1397/09/11,163138.46,160022.69,163138.62,سه‌شنبه,2018-12-02
681,1397/09/12,166304.44,164030.8,166557.31,چهارشنبه,2018-12-03
682,1397/09/13,165701.66,165567.21,166851.82,پنج‌شنبه,2018-12-04
683,1397/09/14,166860.1,165776.0,167132.37,جمعه,2018-12-05
684,1397/09/17,167083.22,167083.22,167539.56,دوشنبه,2018-12-08
685,1397/09/18,166891.24,166891.24,167544.6,سه‌شنبه,2018-12-09
686,1397/09/19,166915.93,166915.86,167329.66,چهارشنبه,2018-12-10
687,1397/09/20,166235.02,166235.02,167083.23,پنج‌شنبه,2018-12-11
688,1397/09/21,165352.07,165352.07,166198.9,جمعه,2018-12-12
689,1397/09/24,164485.89,164485.84,165690.07,دوشنبه,2018-12-15
690,1397/09/25,161708.08,161707.77,164474.12,سه‌شنبه,2018-12-16
691,1397/09/26,159749.86,159749.82,162063.08,چهارشنبه,2018-12-17
692,1397/09/27,159146.43,159146.21,159924.55,پنج‌شنبه,2018-12-18
693,1397/09/28,156083.15,156083.13,159119.43,جمعه,2018-12-19
694,1397/10/01,154550.48,154550.43,156374.71,دوشنبه,2018-12-22
695,1397/10/02,156693.78,154596.4,156764.47,سه‌شنبه,2018-12-23
696,1397/10/03,157484.03,156818.5,157693.42,چهارشنبه,2018-12-24
697,1397/10/04,156950.33,156950.33,157457.81,پنج‌شنبه,2018-12-25
698,1397/10/05,158443.72,157209.57,158443.76,جمعه,2018-12-26
699,1397/10/08,160774.03,158662.22,160774.59,دوشنبه,2018-12-29
700,1397/10/09,161309.8,160858.71,161508.72,سه‌شنبه,2018-12-30
701,1397/10/10,161405.32,161343.72,161474.74,چهارشنبه,2018-12-31
702,1397/10/11,161840.79,161448.99,161912.19,پنج‌شنبه,2019-01-01
703,1397/10/12,160898.86,160898.85,162087.63,جمعه,2019-01-02
704,1397/10/15,161107.44,161000.79,161340.11,دوشنبه,2019-01-05
705,1397/10/16,161275.82,161143.2,161482.99,سه‌شنبه,2019-01-06
706,1397/10/17,162323.63,161377.55,162456.13,چهارشنبه,2019-01-07
707,1397/10/18,163967.16,162482.03,164174.85,پنج‌شنبه,2019-01-08
708,1397/10/19,164829.4,164085.82,166072.9,جمعه,2019-01-09
709,1397/10/22,164929.85,164904.28,165270.99,دوشنبه,2019-01-12
710,1397/10/23,164493.78,164493.78,165019.02,سه‌شنبه,2019-01-13
711,1397/10/24,164696.44,164566.31,164917.63,چهارشنبه,2019-01-14
712,1397/10/25,165445.54,164780.87,165683.56,پنج‌شنبه,2019-01-15
713,1397/10/26,165595.0,165561.6,165995.11,جمعه,2019-01-16
714,1397/10/29,166131.11,165664.45,166446.64,دوشنبه,2019-01-19
715,1397/10/30,165575.1,165574.95,167028.24,سه‌شنبه,2019-01-20
716,1397/11/01,161922.23,161922.23,165206.28,چهارشنبه,2019-01-21
717,1397/11/02,162805.69,161965.83,162805.72,پنج‌شنبه,2019-01-22
718,1397/11/03,162940.86,162940.86,163335.48,جمعه,2019-01-23
719,1397/11/06,162477.52,162477.52,163169.33,دوشنبه,2019-01-26
720,1397/11/07,160797.96,160797.61,162832.15,سه‌شنبه,2019-01-27
721,1397/11/08,159818.19,159818.19,160943.64,چهارشنبه,2019-01-28
722,1397/11/09,160153.02,159878.57,160362.64,پنج‌شنبه,2019-01-29
723,1397/11/10,160294.85,160245.96,160491.19,جمعه,2019-01-30
724,1397/11/13,159856.07,159853.1,160525.46,دوشنبه,2019-02-02
725,1397/11/14,157355.23,157352.26,159808.69,سه‌شنبه,2019-02-03
726,1397/11/15,158043.94,157594.69,158485.96,چهارشنبه,2019-02-04
727,1397/11/16,158394.2,158240.81,158456.19,پنج‌شنبه,2019-02-05
728,1397/11/17,158535.53,158535.37,158832.98,جمعه,2019-02-06
729,1397/11/21,158468.15,158467.66,158776.61,سه‌شنبه,2019-02-10
730,1397/11/23,157973.25,157972.7,158550.18,پنج‌شنبه,2019-02-12
731,1397/11/24,157310.78,157311.05,157963.35,جمعه,2019-02-13
732,1397/11/27,157113.59,157113.82,157839.07,دوشنبه,2019-02-16
733,1397/11/28,156154.97,156155.03,157218.89,سه‌شنبه,2019-02-17
734,1397/11/29,156705.13,156304.21,156832.26,چهارشنبه,2019-02-18
735,1397/11/30,157387.49,156827.98,157513.14,پنج‌شنبه,2019-02-19
736,1397/12/01,159489.48,157727.59,159489.56,جمعه,2019-02-20
737,1397/12/04,164267.83,160548.71,164289.31,دوشنبه,2019-02-23
738,1397/12/05,166030.32,164789.16,166030.4,سه‌شنبه,2019-02-24
739,1397/12/06,166793.63,166211.74,166944.51,چهارشنبه,2019-02-25
740,1397/12/07,164712.17,164711.46,165950.08,پنج‌شنبه,2019-02-26
741,1397/12/08,165295.08,164880.9,165359.16,جمعه,2019-02-27
742,1397/12/11,164370.29,164370.47,165552.45,دوشنبه,2019-03-02
743,1397/12/12,164442.69,164440.03,164571.14,سه‌شنبه,2019-03-03
744,1397/12/13,164238.6,164238.54,164778.93,چهارشنبه,2019-03-04
745,1397/12/14,162593.62,162593.53,164433.0,پنج‌شنبه,2019-03-05
746,1397/12/15,162827.28,162726.62,162956.65,جمعه,2019-03-06
747,1397/12/18,163007.26,162982.22,163086.08,دوشنبه,2019-03-09
748,1397/12/19,164470.36,162989.94,164470.61,سه‌شنبه,2019-03-10
749,1397/12/20,167371.49,165036.68,167443.22,چهارشنبه,2019-03-11
750,1397/12/21,167909.65,167503.32,168095.46,پنج‌شنبه,2019-03-12
751,1397/12/22,169115.54,168140.62,169663.73,جمعه,2019-03-13
752,1397/12/25,171124.93,169274.14,171708.73,دوشنبه,2019-03-16
753,1397/12/26,172522.49,171391.77,172539.14,سه‌شنبه,2019-03-17
754,1397/12/27,175898.8,172613.63,175898.85,چهارشنبه,2019-03-18
755,1397/12/28,178659.05,176272.82,178673.49,پنج‌شنبه,2019-03-19
756,1398/01/05,179194.34,178743.48,179194.36,چهارشنبه,2019-03-25
757,1398/01/06,179766.35,179444.42,179847.54,پنج‌شنبه,2019-03-26
758,1398/01/07,181542.38,180037.18,181542.39,جمعه,2019-03-27
759,1398/01/10,185358.02,181906.22,185358.04,دوشنبه,2019-03-30
760,1398/01/11,185281.12,185281.4,186783.93,سه‌شنبه,2019-03-31
